id,created,updated,expired,type,abbrvname,name,mapped,extinct,overlay,jurisdiction_id,specialnotes,status,affordable_district,elderly_district,family1_treatment,family2_treatment,family3_treatment,family4_treatment,accessory_treatment,affordable_treatment,accessory_elderly_only,accessory_family_required,accessory_maxbedrooms,accessory_maxpercent,accessory_maxsqft,accessory_minlotacres,accessory_minparking,accessory_owner_required,accessory_primarystructure_only,accessory_renter_prohibited,affordable_definition,affordable_elderly_only,affordable_maxbedrooms,affordable_maxunitsperacre,affordable_maxunitsperbldg,affordable_minlotacres,affordable_minparking_1br,affordable_minparking_2br,affordable_minunitsqft,affordable_transit_required,affordable_water_required,family1_floorarearatio,family1_frontsetbackft,family1_maxheightft,family1_maxlotcoverage_building,family1_maxlotcoverage_buildingimpervious,family1_maxstories,family1_minlotacres,family1_minparking,family1_minunitsqft,family1_rearsetbackft,family1_sidesetbackft,family2_affordable_only,family2_elderly_only,family2_floorarearatio,family2_frontsetbackft,family2_maxheightft,family2_maxlotcoverage_building,family2_maxlotcoverage_buildingimpervious,family2_maxstories,family2_maxunitsperacre,family2_minlotacres,family2_minparking_1br,family2_minparking_2br,family2_minunitsqft,family2_rearsetbackft,family2_sidesetbackft,family3_affordable_only,family3_elderly_only,family3_floorarearatio,family3_frontsetbackft,family3_maxbedrooms,family3_maxheightft,family3_maxlotcoverage_building,family3_maxlotcoverage_buildingimpervious,family3_maxstories,family3_maxunitsperacre,family3_minlotacres,family3_minparking_1br,family3_minparking_2br,family3_minunitsqft,family3_rearsetbackft,family3_sidesetbackft,family3_transit_required,family3_water_required,family4_affordable_only,family4_elderly_only,family4_floorarearatio,family4_frontsetbackft,family4_maxbedrooms,family4_maxheightft,family4_maxlotcoverage_building,family4_maxlotcoverage_buildingimpervious,family4_maxstories,family4_maxunitsperacre,family4_maxunitsperbldg,family4_minlotacres,family4_minparking_1br,family4_minparking_2br,family4_minunitsqft,family4_rearsetbackft,family4_sidesetbackft,family4_transit_required,family4_water_required,plannedresidential_maxunits,plannedresidential_maxunitsperacre,plannedresidential_minlotacres,plannedresidential_mobilehome,plannedresidential_treatment,tooltipnotes,accessory_maxbedrooms_units,accessory_maxpercent_units,accessory_maxsqft_units,accessory_minlotacres_units,accessory_minparking_units,affordable_maxbedrooms_units,affordable_maxunitsperacre_units,affordable_maxunitsperbldg_units,affordable_minlotacres_units,affordable_minparking_1br_units,affordable_minparking_2br_units,affordable_minunitsqft_units,family1_floorarearatio_units,family1_frontsetbackft_units,family1_maxheightft_units,family1_maxlotcoverage_building_units,family1_maxlotcoverage_buildingimpervious_units,family1_maxstories_units,family1_minlotacres_units,family1_minparking_units,family1_minunitsqft_units,family1_rearsetbackft_units,family1_sidesetbackft_units,family2_floorarearatio_units,family2_frontsetbackft_units,family2_maxheightft_units,family2_maxlotcoverage_building_units,family2_maxlotcoverage_buildingimpervious_units,family2_maxstories_units,family2_maxunitsperacre_units,family2_minlotacres_units,family2_minparking_1br_units,family2_minparking_2br_units,family2_minunitsqft_units,family2_rearsetbackft_units,family2_sidesetbackft_units,family3_floorarearatio_units,family3_frontsetbackft_units,family3_maxbedrooms_units,family3_maxheightft_units,family3_maxlotcoverage_building_units,family3_maxlotcoverage_buildingimpervious_units,family3_maxstories_units,family3_maxunitsperacre_units,family3_minlotacres_units,family3_minparking_1br_units,family3_minparking_2br_units,family3_minunitsqft_units,family3_rearsetbackft_units,family3_sidesetbackft_units,family4_floorarearatio_units,family4_frontsetbackft_units,family4_maxbedrooms_units,family4_maxheightft_units,family4_maxlotcoverage_building_units,family4_maxlotcoverage_buildingimpervious_units,family4_maxstories_units,family4_maxunitsperacre_units,family4_maxunitsperbldg_units,family4_minlotacres_units,family4_minparking_1br_units,family4_minparking_2br_units,family4_minunitsqft_units,family4_rearsetbackft_units,family4_sidesetbackft_units,plannedresidential_maxunits_units,plannedresidential_maxunitsperacre_units,plannedresidential_minlotacres_units,customfielddata,effectivedate,acres,nonresidential_type,jurisdiction,govtype,haszoning,zoningcodepages,county,county_id,state
30017,2023-06-29,2024-02-12,NA,M,DT 4,Downtown Commercial,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,prohibited,allowed,allowed,allowed,allowed,nomention,FALSE,FALSE,,,,,,FALSE,TRUE,FALSE,,NA,,,,,,,,NA,NA,,,,,,,,,,,,FALSE,FALSE,,,24/MS ground story; 12/MS upper story; 14/S,,65,3.5,,,1,1,,5; 25/adjacent to residential,10/MS; 15/S,FALSE,FALSE,,,,24/MS ground story; 12/MS upper story; 14/S,,65,3.5,,,1,1,,5; 25/adjacent to residential,10/MS; 15/S,FALSE,FALSE,FALSE,FALSE,,,,24/MS ground story; 12/MS upper story; 14/S,,65,3.5,,,,1,1,,5; 25/adjacent to residential,10/MS; 15/S,FALSE,FALSE,,,,NA,nomention,"Main Street (MS), Stoop (S), Cottage Commercial (CC), and Civic (C) Building Types allowed. Residential uses are permitted by-right in DT 4, provided that the uses are located in the upper stories of a structure. These uses may also be located in the ground story provided that they are located beyond a depth of at least thirty feet from the front facade. The Civic Building Type is a more flexible Building Type intended only for civic and institutional types of uses. Could not find regulations for Cottage Commercial Building Type in DT 4.",notapplicable,notapplicable,notapplicable,notapplicable,notapplicable,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,notapplicable,notapplicable,contextual,notapplicable,number,number,notapplicable,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,number,number,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": """", ""27_59"": ""65"", ""27_60"": ""24/MS ground story; 12/MS upper story; 14/S"", ""27_61"": ""3.5"", ""27_62"": ""t"", ""27_63"": """", ""27_64"": """", ""27_65"": ""65"", ""27_66"": ""24/MS ground story; 12/MS upper story; 14/S"", ""27_67"": ""3.5"", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,0,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30012,2023-06-29,2024-02-12,NA,X,M-1,Industrial,TRUE,FALSE,FALSE,3106,"Standard Industrial Classification (SIC) Manual published by the Office of Management and Budget, 1987 edition: https://www.osha.gov/data/sic-manual",done,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,allowed,prohibited,FALSE,TRUE,,,,,,FALSE,FALSE,FALSE,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,"Except for limited quarters for night watchmen, no structure shall be used for residential purposes.",number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": ""0.23"", ""27_58"": ""50"", ""27_59"": """", ""27_60"": ""60"", ""27_61"": ""3"", ""27_62"": ""f"", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""t"", ""27_70"": ""0.23"", ""27_71"": ""50"", ""27_72"": """", ""27_73"": ""60"", ""27_74"": ""3"", ""27_75"": ""t"", ""27_76"": ""0.23"", ""27_77"": ""50"", ""27_78"": """", ""27_79"": ""60"", ""27_80"": ""3"", ""27_81"": ""f""}",2023-06-29,330.99128196795436,industrial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30013,2023-06-29,2024-02-12,NA,X,AD,Airport,TRUE,FALSE,FALSE,3106,,done,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": ""45"", ""27_61"": """", ""27_62"": ""t"", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": ""45"", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""t"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": ""45"", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,33.27412130733864,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30010,2023-06-29,2024-02-12,NA,X,DB-1,Downtown Core Business,FALSE,FALSE,FALSE,3106,,done,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,Not mapped and no regulations found.,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""f"", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": ""f"", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,46.078977400247155,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30011,2023-06-29,2024-02-12,NA,X,DB-2,Downtown Area Business,FALSE,FALSE,FALSE,3106,,done,FALSE,FALSE,prohibited,prohibited,prohibited,prohibited,nomention,prohibited,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,Not mapped and no regulations found.,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": ""f"", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": ""f"", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,70.18530729721525,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30001,2023-06-29,2024-02-02,NA,R,R-1B,Single Family Residence,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,40,35,,,2.5,0.34,1,,30,10/one; 20/both,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,number,number,notapplicable,notapplicable,number,number,number,notapplicable,number,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-29,643.7003701019522,,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30002,2023-06-29,2024-02-02,NA,R,R-1C,Single Family Residence,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30,35,,,2.5,0.23,1,,30,10/one; 20/both,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,number,number,notapplicable,notapplicable,number,number,number,notapplicable,number,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-29,770.5069333628704,,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30020,2023-06-29,2024-02-12,NA,M,W. Florissant Corridor,W. Florissant Corridor,TRUE,FALSE,TRUE,3106,,done,FALSE,FALSE,overlay,overlay,overlay,overlay,allowed,nomention,FALSE,FALSE,,,,,,FALSE,FALSE,FALSE,,NA,,,,,,,,NA,NA,,30/GB & RA,35/GB & RA,,50/GB & RA,2.5/GB & RA,0.23/GB; 0.17/RA,1.5,,30/GB & RA,10/GB; 8/RA,FALSE,FALSE,,30/GB & RA,35/GB & RA,,50/GB & RA,2.5/GB & RA,,0.11/GB; 0.09/RA,1.5,1.5,,30/GB & RA,10/GB; 8/RA,FALSE,FALSE,2.5/NG & SG,5/NG; 30/GB; 6/SG,,45/NG & SG; 35/GB,,40/NG; 50/GB,3/NG; 2.5/GB; 3.5/SG,80/SG,0.23/NG; 0.06/GB; 2/SG Class A; 0.5/SG Class B,1.5,1.5,,25/NG & SG abuts residential district; 30/GB,10/NG & SG abuts residential district & GB,FALSE,FALSE,FALSE,FALSE,2.5/NG & SG,5/NG; 30/GB; 6/SG,,45/NG & SG; 35/GB,,40/NG; 50/GB,3/NG; 2.5/GB; 3.5/SG,80/SG,,0.23/NG; 0.06/GB; 2/SG Class A; 0.5/SG Class B,1.5,1.5,,25/NG & SG abuts residential; 30/GB,10/NG & SG abuts residential & GB,FALSE,FALSE,,,,NA,nomention,"According to Exhibit B (West Florissant Corridor Segments) from the West Florissant Corridor District regulations, North Gateway (NG), Green Boulevard (GB), Residential Avenue (RA), and South Gateway (SG) fall within the jurisdiction of Ferguson. Segments have different types of zoning districts: North Gateway - Mixed with Residential; Green Boulevard - Primarily Residential; Residential Avenue - Primarily Residential; South Gateway - Mixed with Residential. In South Gateway, permitted uses are allowed based on the property size (Class A, B or C) to support the goal of larger and denser redevelopment. ADU: Permitted in Green Boulevard and Residential Avenue.",number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,contextual,contextual,notapplicable,contextual,contextual,contextual,number,notapplicable,contextual,contextual,notapplicable,contextual,contextual,notapplicable,contextual,contextual,notapplicable,contextual,number,number,notapplicable,contextual,contextual,contextual,contextual,notapplicable,contextual,notapplicable,contextual,contextual,contextual,contextual,number,number,notapplicable,contextual,contextual,contextual,contextual,notapplicable,contextual,notapplicable,contextual,contextual,contextual,notapplicable,contextual,number,number,notapplicable,contextual,contextual,number,number,number,"{""27_56"": ""t"", ""27_57"": ""0.23/NG; 2/SG Class A; 0.5/SG Class B; 0.23/SG Class C"", ""27_58"": """", ""27_59"": ""40/NG"", ""27_60"": ""45/NG & SG"", ""27_61"": ""3/NG; 3.5/SG"", ""27_62"": ""t"", ""27_63"": ""0.23/NG; 2/SG Class A; 0.5/SG Class B; 0.23/SG Class C"", ""27_64"": """", ""27_65"": ""40/NG"", ""27_66"": ""45/NG & SG"", ""27_67"": ""3/NG; 3.5/SG"", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,0,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30003,2023-06-29,2024-02-02,NA,R,R-1D,Single Family Residence,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30,35,,,2.5,0.17,1,,30,8/one; 16/both,NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,number,number,notapplicable,notapplicable,number,number,number,notapplicable,number,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-29,1438.2732852619947,,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30000,2023-06-29,2024-02-02,NA,R,R-1A,Single Family Residence,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,allowed,prohibited,prohibited,prohibited,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,40,35,,,2.5,0.46,1,,30,"10/one,  20/both",NA,NA,,,,,,,,,,,,,,NA,NA,,,,,,,,,,,,,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,NA,NA,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,number,number,notapplicable,notapplicable,number,number,number,notapplicable,number,contextual,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-29,55.149128902952775,,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30005,2023-06-29,2024-02-05,NA,R,R-3,Multiple Family Residence,TRUE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,allowed,allowed,allowed,allowed,prohibited,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30,45,,,3,0.17,1,,30,5/one/2.5 stories; 10/both/2.5 stories; 12/3 stories,FALSE,FALSE,,30,45,,,3,,0.23,1,1,"no min., 500/converted from SF",30,5/one/2.5 stories; 10/both/2.5 stories; 12/3 stories,FALSE,FALSE,,30,"no min., 500/converted from SF",45,,,3,,0.34,1,1,,30,5/one/2.5 stories; 10/both/2.5 stories; 12/3 stories,FALSE,FALSE,FALSE,FALSE,,30,,45,,,3,,,0.46,1,1,"no min., 500/converted from SF",30,5/one/2.5 stories; 10/both/2.5 stories; 12/3 stories,FALSE,FALSE,,,,NA,nomention,,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,number,number,notapplicable,notapplicable,number,number,number,notapplicable,number,contextual,notapplicable,number,number,notapplicable,notapplicable,number,notapplicable,number,number,number,contextual,number,contextual,notapplicable,number,contextual,number,notapplicable,notapplicable,number,notapplicable,number,number,number,notapplicable,number,contextual,notapplicable,number,notapplicable,number,notapplicable,notapplicable,number,notapplicable,notapplicable,number,number,number,contextual,number,contextual,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-29,165.7108780102309,,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30006,2023-06-29,2024-02-05,NA,R,R-4,Planned Residence,TRUE,FALSE,FALSE,3106,"For PRD Treatment: Upon the filing of the recommendation and report by the Plan Commission with respect to any proposed amendment, supplement, change, modification or repeal, or upon failure to report in 30 days, the Council shall proceed to hold a public hearing in relation thereto, giving at least 15 days' notice of the time and place of such a hearing.",inprogress,FALSE,FALSE,hearing,hearing,hearing,hearing,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30/1 story; 40/2 stories; 50/3 stories,35,,,2.5,0.17/PRD<10 acres,1,,30/1 story; 40/2 stories; 50/3 stories,30/1 story; 40/2 stories; 50/3 stories,FALSE,FALSE,,30/1 story; 40/2 stories; 50/3 stories,35,,,2.5,,0.23/PRD<10 acres,1,1,,30/1 story; 40/2 stories; 50/3 stories,30/1 story; 40/2 stories; 50/3 stories,FALSE,FALSE,,30/1 story; 40/2 stories; 50/3 stories,,35,,,2.5,,0.34/PRD<10 acres,1,1,,30/1 story; 40/2 stories; 50/3 stories,30/1 story; 40/2 stories; 50/3 stories,FALSE,FALSE,FALSE,FALSE,,30/1 story; 40/2 stories; 50/3 stories,,35,,,2.5,,,0.46/PRD<10 acres,1,1,,30/1 story; 40/2 stories; 50/3 stories,30/1 story; 40/2 stories; 50/3 stories,FALSE,FALSE,,,,FALSE,hearing,Refer to table in §11.78 for Density and Area Requirements for R-4 Planned Residential District Consisting of Ten Acres or More.,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,contextual,number,notapplicable,notapplicable,number,contextual,number,notapplicable,contextual,contextual,notapplicable,contextual,number,notapplicable,notapplicable,number,notapplicable,contextual,number,number,notapplicable,contextual,contextual,notapplicable,contextual,notapplicable,number,notapplicable,notapplicable,number,notapplicable,contextual,number,number,notapplicable,contextual,contextual,notapplicable,contextual,notapplicable,number,notapplicable,notapplicable,number,notapplicable,notapplicable,contextual,number,number,notapplicable,contextual,contextual,number,number,number,"{""27_56"": """", ""27_57"": """", ""27_58"": """", ""27_59"": """", ""27_60"": """", ""27_61"": """", ""27_62"": """", ""27_63"": """", ""27_64"": """", ""27_65"": """", ""27_66"": """", ""27_67"": """", ""27_68"": """", ""27_69"": """", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": """", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": """"}",2023-06-29,100.23642205457007,,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
30007,2023-06-29,2024-02-05,NA,M,PMUD,Planned Mixed Use,FALSE,FALSE,FALSE,3106,,inprogress,FALSE,FALSE,hearing,hearing,hearing,hearing,nomention,nomention,NA,NA,,,,,,NA,NA,NA,,NA,,,,,,,,NA,NA,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,45,,,4,,1,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,FALSE,FALSE,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,45,,,4,14.52,,1,1,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,FALSE,FALSE,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,,45,,,4,14.52,,1,1,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,FALSE,FALSE,FALSE,FALSE,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,,45,,,4,14.52,,,1,1,,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,30/1 story; 40/2 stories; 50/3 stories; 60/4 stories,FALSE,FALSE,,14.52,10,FALSE,hearing,,number,number,number,number,number,number,number,number,number,number,number,number,notapplicable,contextual,number,notapplicable,notapplicable,number,notapplicable,number,notapplicable,contextual,contextual,notapplicable,contextual,number,notapplicable,notapplicable,number,number,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,contextual,notapplicable,number,notapplicable,notapplicable,number,number,notapplicable,number,number,notapplicable,contextual,contextual,notapplicable,contextual,notapplicable,number,notapplicable,notapplicable,number,number,notapplicable,notapplicable,number,number,notapplicable,contextual,contextual,number,number,number,"{""27_56"": ""t"", ""27_57"": """", ""27_58"": ""25"", ""27_59"": """", ""27_60"": ""45"", ""27_61"": ""4"", ""27_62"": ""t"", ""27_63"": """", ""27_64"": ""25"", ""27_65"": """", ""27_66"": ""45"", ""27_67"": ""4"", ""27_68"": ""f"", ""27_69"": ""f"", ""27_70"": """", ""27_71"": """", ""27_72"": """", ""27_73"": """", ""27_74"": """", ""27_75"": ""f"", ""27_76"": """", ""27_77"": """", ""27_78"": """", ""27_79"": """", ""27_80"": """", ""27_81"": ""f""}",2023-06-29,0,commercial,Ferguson,municipal,TRUE,214,St. Louis County,5097,MO
